CODIGO_CATEGORIA|NOMBRE_CATEGORIA|CODIGO_AGRUPACION|NOMBRE_AGRUPACION|CODIGO_LISTA|NOMBRE_LISTA
001002028000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Suarez|02-503|FRENTE DE TODOS|001002028000000.02-503.4.001002028000000.02-503|CELESTE Y BLANCA - 4 - Ricardo Moccero
001002028000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Suarez|02-503|FRENTE DE TODOS|001002028000000.02-503.6.001002028000000.02-503|CELESTE Y BLANCA - 6 - Roberto Garcia
001002028000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Suarez|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002028000000.133.A.001002028000000.133|UNIDAD - Ruben Allende
001002029000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chacabuco|135|JUNTOS POR EL CAMBIO|001002029000000.135.1A.001002029000000.135|1A - AMARILLO - Victor Aiola
001002029000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chacabuco|02-503|FRENTE DE TODOS|001002029000000.02-503.4.001002029000000.02-503|CELESTE Y BLANCA - 4 - Hector Ciminelli
001002029000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chacabuco|02-503|FRENTE DE TODOS|001002029000000.02-503.6.001002029000000.02-503|CELESTE Y BLANCA - 6 - Martin Carnaghi
001002029000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chacabuco|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002029000000.133.A.001002029000000.133|UNIDAD - Enrique Chilano
001002029000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chacabuco|137|CONSENSO FEDERAL|001002029000000.137.A.001002029000000.137|HAY CONSENSO - Arturo Sanchez
001002029000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chacabuco|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002029000000.02-276.1A.001002029000000.02-276|UNIDAD DE LA IZQUIERDA - Emilio Almada
001002030000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chascomus|135|JUNTOS POR EL CAMBIO|001002030000000.135.3A.001002030000000.135|3A - ROJO - Osvaldo Battisacchi
001002030000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chascomus|135|JUNTOS POR EL CAMBIO|001002030000000.135.1A.001002030000000.135|1A - AMARILLO - Santiago Dos Santos
001002030000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chascomus|02-503|FRENTE DE TODOS|001002030000000.02-503.2.001002030000000.02-503|CELESTE Y BLANCA - 2 - Gastón Javier
001002030000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chascomus|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002030000000.133.A.001002030000000.133|UNIDAD - Leandro Irribarren
001002030000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chascomus|137|CONSENSO FEDERAL|001002030000000.137.A.001002030000000.137|GENTE PROGRESISTA - Pedro Gorriz
001002030000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chascomus|137|CONSENSO FEDERAL|001002030000000.137.B.001002030000000.137|HAY ALTERNATIVA - Maria De Leon
001002031000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chivilcoy|135|JUNTOS POR EL CAMBIO|001002031000000.135.1A.001002031000000.135|1A - AMARILLO - Maria Zaccardi
001002031000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chivilcoy|02-503|FRENTE DE TODOS|001002031000000.02-503.2.001002031000000.02-503|CELESTE Y BLANCA - 2 - Alonso Coty
001002031000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chivilcoy|02-1911|FRENTE NOS|001002031000000.02-1911.A.001002031000000.02-1911|LINEA ÚNICA - Claudia Rojas
001002031000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chivilcoy|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002031000000.133.A.001002031000000.133|UNIDAD - Edgardo Gallo
001002031000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chivilcoy|137|CONSENSO FEDERAL|001002031000000.137.A.001002031000000.137|HAY CONSENSO - Guillermo Britos
001002031000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chivilcoy|02-865|FRENTE PATRIOTA|001002031000000.02-865.A.001002031000000.02-865|LEALTAD - Ramon Buzzo
001002032000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Daireaux|135|JUNTOS POR EL CAMBIO|001002032000000.135.1A.001002032000000.135|1A - AMARILLO - Luis Oliver
001002032000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Daireaux|02-503|FRENTE DE TODOS|001002032000000.02-503.2.001002032000000.02-503|CELESTE Y BLANCA - 2 - Esteban Acerbo
001002033000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Dolores|135|JUNTOS POR EL CAMBIO|001002033000000.135.1A.001002033000000.135|1A - AMARILLO - Luis Etchevarren
001002033000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Dolores|02-503|FRENTE DE TODOS|001002033000000.02-503.2.001002033000000.02-503|CELESTE Y BLANCA - 2 - Facundo Celasco
001002033000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Dolores|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002033000000.133.A.001002033000000.133|UNIDAD - Maria Ibañez
001002034000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ensenada|135|JUNTOS POR EL CAMBIO|001002034000000.135.1A.001002034000000.135|1A - AMARILLO - Gustavo Asnaghi
001002034000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ensenada|02-503|FRENTE DE TODOS|001002034000000.02-503.2.001002034000000.02-503|CELESTE Y BLANCA - 2 - Mario Secco
001002034000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ensenada|02-1911|FRENTE NOS|001002034000000.02-1911.A.001002034000000.02-1911|LINEA ÚNICA - Dario Clifford
001002034000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ensenada|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002034000000.133.A.001002034000000.133|UNIDAD - Oscar Maidana
001002034000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ensenada|137|CONSENSO FEDERAL|001002034000000.137.A.001002034000000.137|HAY CONSENSO - Gabriel Carfaña
001002034000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ensenada|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002034000000.02-276.1A.001002034000000.02-276|UNIDAD DE LA IZQUIERDA - Facundo Gaspari
001002035000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar|135|JUNTOS POR EL CAMBIO|001002035000000.135.1A.001002035000000.135|1A - AMARILLO - Leandro Costa
001002035000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar|02-503|FRENTE DE TODOS|001002035000000.02-503.2.001002035000000.02-503|CELESTE Y BLANCA - 2 - Ariel Sujarchuk
001002035000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar|02-816|PARTIDO DIGNIDAD POPULAR|001002035000000.02-816.1A.001002035000000.02-816|POR LA VIDA - Amado Salas
001002035000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar|02-816|PARTIDO DIGNIDAD POPULAR|001002035000000.02-816.3C.001002035000000.02-816|ACCIÓN VECINAL - Agustin Duarte
001002035000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar|02-1911|FRENTE NOS|001002035000000.02-1911.A.001002035000000.02-1911|LINEA ÚNICA - Maximiliano Patti
001002035000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar|02-1911|FRENTE NOS|001002035000000.02-1911.B.001002035000000.02-1911|ALTERNATIVA - Marcelo Guiralde
001002035000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002035000000.133.A.001002035000000.133|UNIDAD - María Plett
001002035000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar|137|CONSENSO FEDERAL|001002035000000.137.A.001002035000000.137|HAY CONSENSO - Ricardo Choffi
001002035000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar|137|CONSENSO FEDERAL|001002035000000.137.B.001002035000000.137|GENTE PROGRESISTA - Marcos Schneider
001002035000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002035000000.02-276.1A.001002035000000.02-276|UNIDAD DE LA IZQUIERDA - Natalia Faganello
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|135|JUNTOS POR EL CAMBIO|001002036000000.135.1A.001002036000000.135|1A - AMARILLO - Evert Van
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|02-503|FRENTE DE TODOS|001002036000000.02-503.2.001002036000000.02-503|CELESTE Y BLANCA - 2 - Gray Fernando
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|02-816|PARTIDO DIGNIDAD POPULAR|001002036000000.02-816.1A.001002036000000.02-816|POR LA VIDA - Atilio Pazos
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|02-207|PARTIDO HUMANISTA|001002036000000.02-207.A.001002036000000.02-207|NARANJA - Cinthia Fiducia
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|02-1911|FRENTE NOS|001002036000000.02-1911.A.001002036000000.02-1911|LINEA ÚNICA - Pedro Sepulveda
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002036000000.133.A.001002036000000.133|UNIDAD - Ayelen Cordoba
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|137|CONSENSO FEDERAL|001002036000000.137.C.001002036000000.137|GENTE PROGRESISTA - Facundo Prieto
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|137|CONSENSO FEDERAL|001002036000000.137.A.001002036000000.137|HAY CONSENSO - Gabriela Pueblas
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|02-865|FRENTE PATRIOTA|001002036000000.02-865.A.001002036000000.02-865|LEALTAD - Carlos Corpo
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002036000000.02-276.1A.001002036000000.02-276|UNIDAD DE LA IZQUIERDA - Jimena Iglesias
001002036000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria|02-309|MOVIMIENTO ORGANIZACION DEMOCRATICA|001002036000000.02-309.A.001002036000000.02-309|AZUL Y BLANCO - Carmen Martinez
001002037000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. de La Cruz|135|JUNTOS POR EL CAMBIO|001002037000000.135.1A.001002037000000.135|1A - AMARILLO - Raul Sancho
001002037000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. de La Cruz|02-503|FRENTE DE TODOS|001002037000000.02-503.6.001002037000000.02-503|CELESTE Y BLANCA - 6 - Diego Nanni
001002037000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. de La Cruz|02-503|FRENTE DE TODOS|001002037000000.02-503.4.001002037000000.02-503|CELESTE Y BLANCA - 4 - Santiago Ferreyra
001002037000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. de La Cruz|02-503|FRENTE DE TODOS|001002037000000.02-503.8.001002037000000.02-503|CELESTE Y BLANCA - 8 - El "Vasco" Errazu
001002037000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. de La Cruz|137|CONSENSO FEDERAL|001002037000000.137.A.001002037000000.137|HAY CONSENSO - Edgardo Totoro
001002037000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. de La Cruz|137|CONSENSO FEDERAL|001002037000000.137.B.001002037000000.137|ACUERDO PROGRESISTA - Alfredo Alvarez
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|135|JUNTOS POR EL CAMBIO|001002038000000.135.1A.001002038000000.135|1A - AMARILLO - Pablo Alaniz
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|02-503|FRENTE DE TODOS|001002038000000.02-503.2.001002038000000.02-503|CELESTE Y BLANCA - 2 - Andres Watson
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|02-503|FRENTE DE TODOS|001002038000000.02-503.14.001002038000000.02-503|CELESTE Y BLANCA - 14 - Lucio Beron
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|02-816|PARTIDO DIGNIDAD POPULAR|001002038000000.02-816.3C.001002038000000.02-816|ACCIÓN VECINAL - Carlos Aguirre
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|02-816|PARTIDO DIGNIDAD POPULAR|001002038000000.02-816.1A.001002038000000.02-816|POR LA VIDA - Elbio Carrera
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|02-816|PARTIDO DIGNIDAD POPULAR|001002038000000.02-816.2B.001002038000000.02-816|LIBERACION NACIONAL - Hector Cortez
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|02-1911|FRENTE NOS|001002038000000.02-1911.A.001002038000000.02-1911|LINEA ÚNICA - Edgar Garcia
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002038000000.133.A.001002038000000.133|UNIDAD - Norberto Pazos
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|137|CONSENSO FEDERAL|001002038000000.137.A.001002038000000.137|HAY CONSENSO - Mario Kanashiro
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|02-865|FRENTE PATRIOTA|001002038000000.02-865.A.001002038000000.02-865|LEALTAD - Sandra Fallini
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|79|PARTIDO RENOVADOR FEDERAL|001002038000000.79.A.001002038000000.79|SOMOS RENOVADORES - Jose Campos
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002038000000.02-276.1A.001002038000000.02-276|UNIDAD DE LA IZQUIERDA - Mariana Rosales
001002038000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela|02-309|MOVIMIENTO ORGANIZACION DEMOCRATICA|001002038000000.02-309.A.001002038000000.02-309|AZUL Y BLANCO - Martin Piri
001002039000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado|135|JUNTOS POR EL CAMBIO|001002039000000.135.1A.001002039000000.135|1A - AMARILLO - Joaquin Sanchez
001002039000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado|135|JUNTOS POR EL CAMBIO|001002039000000.135.3A.001002039000000.135|3A - ROJO - Hernan Barberini
001002039000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado|02-503|FRENTE DE TODOS|001002039000000.02-503.2.001002039000000.02-503|CELESTE Y BLANCA - 2 - Ianantuony Sebastián
001002039000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado|02-816|PARTIDO DIGNIDAD POPULAR|001002039000000.02-816.1A.001002039000000.02-816|POR LA VIDA - Ramon Rojas
001002039000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado|02-1911|FRENTE NOS|001002039000000.02-1911.A.001002039000000.02-1911|LINEA ÚNICA - Aldo Barone
001002039000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002039000000.133.A.001002039000000.133|UNIDAD - Pablo Capobianco
001002039000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado|137|CONSENSO FEDERAL|001002039000000.137.B.001002039000000.137|GENTE PROGRESISTA - Cristian Moro
001002039000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado|137|CONSENSO FEDERAL|001002039000000.137.A.001002039000000.137|HAY CONSENSO - Ricardo Pereyro
001002039000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002039000000.02-276.1A.001002039000000.02-276|UNIDAD DE LA IZQUIERDA - Mauricio Segesser
001002040000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido General Alvear|135|JUNTOS POR EL CAMBIO|001002040000000.135.1A.001002040000000.135|1A - AMARILLO - Ramon Capra
001002040000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido General Alvear|02-503|FRENTE DE TODOS|001002040000000.02-503.2.001002040000000.02-503|CELESTE Y BLANCA - 2 - Aldo Sivero
001002041000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Arenales|135|JUNTOS POR EL CAMBIO|001002041000000.135.1A.001002041000000.135|1A - AMARILLO - Erica Revilla
001002041000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Arenales|02-503|FRENTE DE TODOS|001002041000000.02-503.2.001002041000000.02-503|CELESTE Y BLANCA - 2 - Emir Miranda
001002041000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Arenales|137|CONSENSO FEDERAL|001002041000000.137.A.001002041000000.137|HAY CONSENSO - Pablo Lorber
001002042000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Belgrano|135|JUNTOS POR EL CAMBIO|001002042000000.135.1A.001002042000000.135|1A - AMARILLO - Osvaldo Dinapoli
001002042000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Belgrano|02-503|FRENTE DE TODOS|001002042000000.02-503.6.001002042000000.02-503|CELESTE Y BLANCA - 6 - Mónica López
001002042000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Belgrano|02-503|FRENTE DE TODOS|001002042000000.02-503.4.001002042000000.02-503|CELESTE Y BLANCA - 4 - Mariana Duarte
001002042000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Belgrano|137|CONSENSO FEDERAL|001002042000000.137.A.001002042000000.137|HAY CONSENSO - Adolfo Cherubino
001002043000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Guido|135|JUNTOS POR EL CAMBIO|001002043000000.135.1A.001002043000000.135|1A - AMARILLO - Eduardo Cámara
001002043000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Guido|135|JUNTOS POR EL CAMBIO|001002043000000.135.3A.001002043000000.135|3A - ROJO - Walter Arias
001002043000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Guido|02-503|FRENTE DE TODOS|001002043000000.02-503.2.001002043000000.02-503|CELESTE Y BLANCA - 2 - Carlos Rocha
001002044000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Lamadrid|135|JUNTOS POR EL CAMBIO|001002044000000.135.1A.001002044000000.135|1A - AMARILLO - Martin Randazzo
